Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,RemoteWork
32,No,Travel Rarely,604.0, Research & Development ,8,High School,Unknown,Medium,Male,56.0,High,Assistant, Sales Executive ,High,Married,6209.0,11693,1,No,15,"3,0",Medium,Medium,11.214061571479316,4,"4,0",10,0,8,No
36,No,Travel Rarely,325.0, Research & Development ,10,Bachelor's,Unknown,High,Female,63.0,Medium,Coordinator, Healthcare Representative ,Medium,Married,7094.0,5747,3,No,12,"3,0",Very Low,Zero,12.633268727922557,0,"3,0",7,1,7,Yes
52,Yes,Unknown,1030.0, Sales ,5,High School,Unknown,Low,Male,64.0,Medium,Coordinator, Sales Executive ,Low,Single,6399.663530605464,21534,9,Yes,19,"3,0",Medium,Zero,11.52060986020989,2,"2,0",8,7,7,Yes
39,No,Travel Rarely,524.0, Research & Development ,33,Secondary,"1322,0",Very Low,Male,32.0,Medium,Assistant, Manufacturing Director ,Medium,Single,4534.0,13352,0,No,11,"3,0",Very Low,Zero,8.527991529623467,6,"3,0",8,1,7,Yes
34,No,Unknown,943.0, Research & Development ,9,High School,"1344,0",High,Male,86.0,Medium,Coordinator, Healthcare Representative ,High,Unknown,8500.0,5494,0,No,11,"3,0",High,Low,10.0,0,"2,0",9,1,6,Yes
38,No,Unknown,1009.0, Research & Development ,2,Secondary,"1355,0",Low,Female,31.0,Medium,Assistant, Sales Executive ,Very Low,Unknown,6137.264469041953,19461,3,No,15,"3,0",High,Low,11.0,3,"3,0",7,1,7,Yes
36,No,Travel Frequently,607.0, Sales ,12,High School,"1362,0",Very Low,Female,83.0,High,Assistant, Sales Executive ,Very Low,Married,4639.0,2261,2,No,16,"3,0",High,Low,8.696372039709953,2,"2,0",15,6,13,Yes
35,No,Unknown,817.0, Research & Development ,1,High School,"1369,0",High,Female,60.0,Low,Assistant, Laboratory Technician ,High,Unknown,5363.0,10846,0,No,12,"3,0",Low,Low,10.0,0,"3,0",9,0,0,No
55,Yes,Unknown,802.0852348993288, Research & Development ,13,Bachelor's,Unknown,Very Low,Male,85.0,High,Manager, Sales Executive ,Medium,Unknown,6399.663530605464,9277,6,No,17,"3,0",Medium,Zero,11.52060986020989,2,"2,0",19,3,8,Yes
34,No,Unknown,802.0852348993288, Research & Development ,29,High School,"1377,0",Low,Male,86.0,Medium,Assistant, Laboratory Technician ,Medium,Unknown,5633.242010731766,17491,4,No,13,"3,0",Very Low,Medium,10.0,1,"3,0",8,7,7,No
43,No,Unknown,930.0, Research & Development ,6,High School,"1402,0",Very Low,Female,73.0,Low,Assistant, Research Scientist ,Medium,Single,4081.0,20003,1,Yes,14,"3,0",Very Low,Zero,20.0,3,"1,0",20,1,8,No
42,No,Travel Rarely,1147.0, Research & Development ,10,High School,"1408,0",Medium,Female,31.0,Medium,Manager, Manager ,Very Low,Married,11177.489052143825,16616,0,No,14,"3,0",Medium,Low,21.0,5,"3,0",20,0,9,No
26,No,Travel Rarely,652.0, Research & Development ,7,High School,"1417,0",Medium,Male,100.0,High,Entry Level, Laboratory Technician ,Very Low,Single,3578.0,23577,0,No,12,"3,0",High,Zero,8.0,2,"3,0",7,0,7,Yes
29,Yes,Unknown,337.0, Research & Development ,14,Primary,"1421,0",Medium,Female,84.0,Medium,Coordinator, Healthcare Representative ,High,Single,6399.663530605464,22930,0,Yes,12,"3,0",Very Low,Zero,11.52060986020989,1,"3,0",8,7,7,Yes
54,No,Unknown,971.0, Research & Development ,1,High School,"1422,0",High,Female,54.0,Medium,Manager, Research Director ,High,Unknown,17328.0,5652,6,No,19,"3,0",High,Zero,29.0,3,"2,0",20,12,7,No
55,No,Unknown,1136.0, Research & Development ,1,Bachelor's,"1424,0",Low,Male,81.0,High,Manager, Research Director ,High,Divorced,16217.713635245696,12414,2,No,13,"3,0",High,Medium,31.0,4,"4,0",7,0,0,Yes
40,No,Non Travel,663.0, Research & Development ,9,Bachelor's,Unknown,Medium,Male,81.0,Medium,Assistant, Laboratory Technician ,Medium,Unknown,6137.264469041953,23099,3,No,11,"3,0",Medium,Medium,11.0,2,"3,0",8,0,7,Yes
31,No,Unknown,326.0, Research & Development ,8,Secondary,Unknown,Very Low,Male,31.0,Medium,Coordinator, Sales Executive ,High,Divorced,10793.0,8386,1,No,18,"3,0",Very Low,Low,13.0,5,"3,0",13,9,9,Yes
46,Yes,Unknown,377.0, Research & Development ,9,High School,"1457,0",Very Low,Male,52.0,Medium,Coordinator, Sales Executive ,High,Divorced,14705.646260315134,15986,4,No,11,"3,0",Very Low,Low,28.0,1,"4,0",7,4,3,Yes
45,No,Travel Rarely,1038.0, Research & Development ,20,High School,"1460,0",Low,Male,95.0,Very Low,Coordinator, Healthcare Representative ,Very Low,Unknown,10851.0,19863,2,Yes,18,"3,0",Low,Low,18.65808374120759,2,"3,0",7,0,7,No
49,No,Travel Rarely,1490.0, Research & Development ,7,Bachelor's,"1484,0",Medium,Male,35.0,Medium,Coordinator, Healthcare Representative ,Low,Divorced,10466.0,20948,3,No,14,"3,0",Low,Medium,29.0,3,"3,0",8,0,7,No
29,No,Travel Rarely,1246.0, Research & Development ,19,High School,"1497,0",Medium,Male,77.0,Low,Assistant, Sales Executive ,Medium,Unknown,5633.242010731766,23757,1,No,14,"3,0",Medium,Medium,10.0,3,"3,0",10,0,4,Yes
29,Yes,Unknown,224.0, Research & Development ,1,Bachelor's,"1522,0",Very Low,Male,100.0,Low,Entry Level, Research Scientist ,Very Low,Single,2362.0,7568,6,No,13,"3,0",Medium,Zero,5.044920406691579,2,"1,0",9,0,7,Yes
29,No,Unknown,441.0, Research & Development ,8,Primary,"1544,0",Medium,Female,39.0,Very Low,Assistant, Healthcare Representative ,Very Low,Unknown,5129.219552421579,7288,3,No,13,"3,0",Medium,Low,9.0,3,"3,0",7,0,7,Yes
40,No,Travel Rarely,898.0, Human Resources ,6,Secondary,Unknown,Medium,Male,38.0,Medium,Manager, Manager ,High,Single,11177.489052143825,17381,1,Yes,21,"4,0",High,Zero,21.0,2,"3,0",21,7,7,Yes
48,No,Unknown,802.0852348993288, Sales ,16,Bachelor's,Unknown,Medium,Female,96.0,Medium,Assistant, Sales Executive ,Medium,Divorced,6439.0,13693,8,No,14,"3,0",Medium,Low,18.0,2,"3,0",8,7,7,Yes
53,Yes,Unknown,607.0, Research & Development ,2,Postgraduate,"1572,0",Medium,Female,78.0,Low,Coordinator, Manufacturing Director ,High,Married,6399.663530605464,14618,0,No,16,"3,0",Low,Low,11.52060986020989,4,"3,0",33,1,9,Yes
44,No,Unknown,1313.0, Research & Development ,7,High School,"1608,0",Low,Female,31.0,Medium,Director, Research Director ,High,Unknown,6399.663530605464,3549,0,Yes,14,"3,0",High,Low,11.52060986020989,4,"2,0",22,1,10,No
45,No,Unknown,1015.0, Research & Development ,5,Postgraduate,"1611,0",Medium,Female,50.0,Very Low,Assistant, Laboratory Technician ,Very Low,Unknown,5769.0,23447,1,No,14,"3,0",Very Low,Zero,10.0,3,"3,0",10,1,4,No
45,No,Non Travel,802.0852348993288, Research & Development ,26,High School,"1612,0",Very Low,Male,52.0,Low,Assistant, Sales Executive ,Very Low,Unknown,4385.0,24162,1,No,15,"3,0",Very Low,Low,10.0,2,"3,0",10,4,5,No
34,No,Travel Frequently,426.0, Research & Development ,10,Bachelor's,"1615,0",Medium,Male,42.0,High,Assistant, Manufacturing Director ,High,Unknown,5129.219552421579,17000,1,No,13,"3,0",Very Low,Low,9.0,3,"3,0",9,7,2,Yes
39,No,Unknown,1387.0, Research & Development ,10,Postgraduate,Unknown,Low,Male,76.0,Medium,Assistant, Manufacturing Director ,Very Low,Unknown,6399.663530605464,3835,2,No,13,"3,0",High,High,11.52060986020989,3,"3,0",7,7,7,No
27,No,Unknown,1302.0, Research & Development ,36,High School,"1619,0",Medium,Male,66.0281045751634,Low,Entry Level, Laboratory Technician ,Very Low,Divorced,4066.0,16290,1,No,11,"3,0",Very Low,Medium,7.0,3,"3,0",7,0,7,Yes
45,No,Travel Rarely,1329.0, Research & Development ,2,Secondary,"1635,0",High,Female,59.0,Low,Assistant, Manufacturing Director ,High,Divorced,5633.242010731766,5388,1,No,19,"3,0",Very Low,Medium,10.0,3,"3,0",10,3,9,Yes
44,No,Unknown,602.0, Research & Development ,1,Postgraduate,"1642,0",Very Low,Male,37.0,Medium,Assistant, Human Resources ,High,Married,7649.331843972514,10503,4,Yes,11,"3,0",Medium,Zero,14.0,3,"3,0",10,0,2,Yes
25,No,Unknown,772.0, Research & Development ,2,Primary,"1653,0",High,Male,77.0,High,Assistant, Manufacturing Director ,Medium,Divorced,5206.0,4973,1,No,17,"3,0",Medium,Medium,7.0,6,"3,0",7,0,7,No
49,No,Unknown,809.0, Research & Development ,1,High School,Unknown,Medium,Male,36.0,Medium,Manager, Manager ,Medium,Single,12185.533968764199,22384,4,No,14,"3,0",Very Low,Zero,23.0,2,"3,0",8,0,0,Yes
48,Yes,Travel Frequently,802.0852348993288, Research & Development ,7,Secondary,"1691,0",High,Female,95.0,Medium,Entry Level, Sales Representative ,Medium,Unknown,2655.0,11740,2,No,11,"3,0",Medium,Medium,19.0,3,"3,0",9,7,7,No
26,No,Unknown,786.0, Research & Development ,7,High School,"1693,0",High,Male,76.0,Medium,Entry Level, Laboratory Technician ,High,Unknown,2570.0,11925,1,No,20,"4,0",Medium,Zero,7.0,5,"3,0",7,5,7,Yes
44,No,Travel Rarely,921.0, Research & Development ,2,High School,"1703,0",Medium,Female,96.0,High,Coordinator, Healthcare Representative ,High,Unknown,6399.663530605464,14810,1,No,19,"3,0",Low,Low,11.52060986020989,2,"3,0",8,6,7,Yes
36,No,Unknown,530.0, Research & Development ,2,Bachelor's,Unknown,Medium,Female,51.0,Medium,Assistant, Sales Representative ,High,Single,4502.0,7439,3,No,15,"3,0",Medium,Zero,17.0,2,"2,0",13,6,7,Yes
46,No,Unknown,717.0, Research & Development ,13,Bachelor's,"1727,0",Medium,Male,34.0,Medium,Assistant, Healthcare Representative ,Low,Single,10169.44413552345,9697,6,No,14,"3,0",High,Zero,19.0,3,"3,0",10,0,9,Yes
35,No,Unknown,1370.0, Research & Development ,27,Bachelor's,"1728,0",High,Male,49.0,Medium,Assistant, Manufacturing Director ,Medium,Married,9161.399218903076,5151,2,No,16,"3,0",Low,Low,17.0,3,"3,0",7,0,7,Yes
30,No,Travel Frequently,1312.0, Research & Development ,2,Bachelor's,"1745,0",High,Female,78.0,Low,Entry Level, Research Scientist ,Very Low,Unknown,4968.0,26427,0,No,16,"3,0",High,Zero,10.0,2,"3,0",9,0,7,No
30,No,Unknown,979.0, Research & Development ,15,Secondary,"1754,0",Medium,Male,94.0,Low,Coordinator, Sales Executive ,Very Low,Unknown,6399.663530605464,3088,2,No,11,"3,0",Very Low,Low,11.52060986020989,2,"3,0",7,1,7,Yes
33,No,Non Travel,1283.0, Research & Development ,2,High School,"1756,0",High,Female,62.0,Medium,Assistant, Sales Executive ,Low,Unknown,5147.0,10697,8,No,15,"3,0",High,Zero,13.0,2,"2,0",11,1,7,Yes
32,No,Unknown,953.0, Research & Development ,5,Bachelor's,"1764,0",Low,Male,65.0,Medium,Entry Level, Research Scientist ,Low,Single,2718.0,17674,2,No,14,"3,0",Low,Zero,12.0,3,"3,0",7,0,7,Yes
43,No,Travel Rarely,244.0, Research & Development ,2,High School,"1778,0",Low,Male,97.0,Medium,Entry Level, Human Resources ,High,Unknown,3539.0,5033,0,No,13,"3,0",Low,Zero,6.932385743565811,5,"3,0",9,1,8,No
31,No,Travel Rarely,196.0, Research & Development ,29,Bachelor's,Unknown,Very Low,Female,91.0,Low,Assistant, Sales Executive ,High,Unknown,5468.0,13402,1,No,14,"3,0",Very Low,Medium,10.0257762574404,3,"3,0",12,5,7,Yes
35,Yes,Unknown,303.0, Research & Development ,27,High School,"1797,0",Medium,Male,84.0,Medium,Assistant, Sales Executive ,High,Unknown,5813.0,13492,1,No,18,"3,0",High,Zero,10.579026504867427,2,"3,0",10,7,7,No
35,No,Non Travel,1180.0, Research & Development ,2,Secondary,"1804,0",Low,Male,90.0,Medium,Assistant, Manufacturing Director ,High,Divorced,8153.354302282702,24442,2,No,14,"3,0",Medium,Low,15.0,6,"3,0",7,1,7,No
30,No,Unknown,1092.0, Research & Development ,10,High School,"1816,0",Very Low,Female,64.0,Medium,Coordinator, Manufacturing Director ,Medium,Single,9667.0,2739,9,No,14,"3,0",Low,Zero,9.0,3,"3,0",7,0,2,No
46,Yes,Travel Rarely,261.0, Research & Development ,19,Secondary,"1821,0",High,Female,66.0,Medium,Assistant, Healthcare Representative ,Low,Married,7145.309385662327,10842,4,No,22,"4,0",High,Low,13.0,2,"4,0",9,3,7,No
45,No,Non Travel,589.0, Research & Development ,2,Bachelor's,Unknown,Medium,Female,67.0,Medium,Assistant, Sales Executive ,Medium,Married,5154.0,19665,4,No,22,"4,0",Low,Medium,10.0,3,"4,0",8,5,7,No
43,No,Travel Frequently,1422.0, Research & Development ,2,Bachelor's,"1849,0",Very Low,Male,92.0,Medium,Assistant, Sales Executive ,High,Married,5675.0,19246,1,No,20,"4,0",Medium,Low,7.0,5,"3,0",7,7,7,No
46,Yes,Unknown,802.0852348993288, Research & Development ,10,High School,"1869,0",Medium,Female,64.0,Medium,Coordinator, Sales Executive ,Low,Unknown,7314.0,14011,5,No,21,"4,0",Medium,High,14.0,2,"3,0",8,0,7,Yes
40,No,Travel Rarely,1137.0, Research & Development ,1,Bachelor's,Unknown,Very Low,Male,98.0,Medium,Manager, Manager ,Very Low,Unknown,11681.511510454011,18991,2,No,11,"3,0",Very Low,Low,22.0,3,"3,0",19,11,16,Yes
27,No,Travel Rarely,511.0, Sales ,2,Secondary,"1898,0",Very Low,Female,89.0,High,Assistant, Sales Executive ,Medium,Single,5129.219552421579,26997,0,No,14,"3,0",Low,Zero,9.0,5,"2,0",8,0,7,No
42,No,Unknown,1396.0, Research & Development ,6,High School,"1911,0",Medium,Male,83.0,Medium,Coordinator, Research Director ,Very Low,Married,9665.421677213262,14842,9,No,13,"3,0",Low,Low,18.0,3,"4,0",13,5,7,Yes
26,No,Travel Frequently,1096.0, Research & Development ,6,High School,Unknown,Medium,Male,61.0,High,Entry Level, Laboratory Technician ,High,Married,4625.197094111392,7102,0,No,18,"3,0",Very Low,Low,8.0,3,"3,0",7,7,7,Yes
28,No,Travel Frequently,802.0852348993288, Research & Development ,1,Secondary,"1927,0",Medium,Male,42.0,Low,Assistant, Sales Executive ,High,Married,4121.174635801204,19255,1,No,12,"3,0",Medium,Low,7.0,2,"3,0",7,0,7,Yes
47,No,Unknown,1169.0, Research & Development ,14,Bachelor's,"1934,0",Medium,Male,64.0,Medium,Assistant, Research Scientist ,Low,Married,6399.663530605464,2125,8,No,18,"3,0",Medium,Low,11.52060986020989,4,"4,0",8,1,7,No
34,No,Travel Rarely,1239.0, Research & Development ,13,Bachelor's,"1951,0",High,Male,39.0,Medium,Coordinator, Sales Executive ,Medium,Divorced,5129.219552421579,22914,1,No,18,"3,0",Medium,Low,9.0,2,"2,0",8,1,1,Yes
26,No,Unknown,157.0, Research & Development ,1,High School,"1952,0",Medium,Male,95.0,Medium,Entry Level, Laboratory Technician ,Very Low,Single,4625.197094111392,20006,0,No,13,"3,0",High,Zero,8.0,6,"3,0",7,7,6,Yes
27,No,Travel Rarely,954.0, Research & Development ,9,High School,"1965,0",High,Male,44.0,Medium,Assistant, Sales Executive ,High,Unknown,6399.663530605464,5099,1,No,14,"3,0",Very Low,Zero,11.52060986020989,5,"3,0",7,0,7,No
31,Yes,Travel Frequently,754.0, Sales ,26,Bachelor's,"1967,0",Very Low,Male,63.0,Medium,Assistant, Sales Executive ,High,Unknown,5633.242010731766,21075,1,Yes,11,"3,0",Medium,Zero,10.0,4,"3,0",10,0,8,Yes
33,No,Travel Frequently,1303.0, Research & Development ,7,Secondary,Unknown,High,Male,66.0281045751634,Medium,Assistant, Healthcare Representative ,Medium,Divorced,5129.219552421579,18079,1,No,20,"3,0",Medium,High,9.0,2,"3,0",9,2,8,Yes
31,No,Unknown,697.0, Research & Development ,10,High School,"1979,0",Medium,Female,40.0,Medium,Coordinator, Research Director ,Medium,Married,7145.309385662327,26862,4,No,20,"4,0",Medium,Low,13.0,2,"4,0",11,4,8,Yes
35,No,Unknown,1395.0, Research & Development ,9,Bachelor's,"2008,0",Low,Male,48.0,Medium,Assistant, Research Scientist ,Medium,Unknown,5098.0,18698,1,No,19,"3,0",Low,Zero,10.0,5,"3,0",10,0,8,Yes
33,No,Travel Rarely,501.0, Research & Development ,15,Secondary,"2009,0",Low,Female,95.0,Medium,Assistant, Healthcare Representative ,High,Married,6399.663530605464,21653,0,Yes,13,"3,0",Very Low,Low,11.52060986020989,6,"3,0",9,8,1,Yes
39,No,Travel Rarely,116.0, Research & Development ,24,Primary,"2014,0",Very Low,Male,52.0,Medium,Assistant, Research Scientist ,High,Single,6399.663530605464,5340,7,No,13,"3,0",Very Low,Zero,11.52060986020989,2,"3,0",7,1,7,No
36,No,Travel Rarely,557.0, Research & Development ,46,High School,Unknown,High,Female,94.0,Low,Coordinator, Sales Executive ,High,Married,5633.242010731766,12695,0,No,19,"3,0",Medium,Medium,10.0,2,"3,0",9,3,4,Yes
41,No,Travel Rarely,582.0, Research & Development ,28,Bachelor's,"2034,0",Very Low,Female,60.0,Low,Manager, Manufacturing Director ,Low,Married,13570.0,5640,0,No,23,"3,0",Medium,Low,21.0,3,"3,0",20,0,10,Yes
34,No,Unknown,704.0, Sales ,28,High School,"2035,0",High,Female,95.0,Low,Assistant, Sales Executive ,Medium,Married,6712.0,8978,1,No,21,"4,0",High,Medium,8.0,2,"3,0",8,1,7,No
38,No,Travel Rarely,802.0852348993288, Research & Development ,10,Secondary,Unknown,Very Low,Female,100.0,Medium,Assistant, Sales Executive ,High,Married,5633.242010731766,5982,1,No,11,"3,0",Medium,Low,10.0,1,"3,0",10,1,9,Yes
39,No,Travel Rarely,613.0, Research & Development ,6,Primary,"2062,0",High,Male,42.0,Low,Coordinator, Healthcare Representative ,Very Low,Unknown,9991.0,21457,4,No,15,"3,0",Very Low,Low,17.27896718240399,5,"3,0",7,1,7,Yes
34,No,Travel Rarely,419.0, Research & Development ,7,Bachelor's,"28,0",Very Low,Female,53.0,Medium,Coordinator, Research Director ,Low,Single,6399.663530605464,21293,0,No,11,"3,0",Medium,Zero,11.52060986020989,4,"3,0",12,2,11,No
44,No,Travel Rarely,477.0, Research & Development ,7,Bachelor's,Unknown,Very Low,Female,42.0,Low,Coordinator, Healthcare Representative ,High,Married,10248.0,2094,3,No,14,"3,0",High,Low,24.0,4,"3,0",22,5,17,Yes
46,No,Unknown,1211.0, Research & Development ,5,Bachelor's,"62,0",Very Low,Male,98.0,Medium,Assistant, Sales Executive ,High,Single,7649.331843972514,20445,4,No,21,"3,0",Medium,Zero,14.0,4,"3,0",9,0,8,Yes
41,No,Travel Frequently,857.0, Research & Development ,10,High School,"199,0",High,Male,91.0,Low,Manager, Manager ,Very Low,Divorced,6399.663530605464,12888,4,No,13,"3,0",Low,Low,11.52060986020989,2,"2,0",7,7,7,No
39,No,Unknown,505.0, Research & Development ,2,Bachelor's,"343,0",Medium,Female,64.0,Medium,Coordinator, Healthcare Representative ,Medium,Single,10938.0,6420,0,No,25,"4,0",High,Zero,20.0,1,"3,0",19,11,8,No
42,No,Travel Rarely,269.0, Research & Development ,2,High School,"351,0",High,Female,56.0,Low,Entry Level, Laboratory Technician ,Very Low,Divorced,2593.0,8007,0,Yes,11,"3,0",Medium,Low,10.0,4,"3,0",9,7,8,Yes
33,No,Travel Frequently,553.0, Research & Development ,5,Bachelor's,"428,0",High,Female,74.0,Medium,Coordinator, Manager ,Low,Married,11878.0,23364,6,No,11,"3,0",Low,Medium,12.0,2,"3,0",10,8,8,Yes
35,No,Travel Rarely,1296.0, Research & Development ,5,Bachelor's,"464,0",Medium,Male,62.0,Medium,Coordinator, Manufacturing Director ,Low,Single,8095.0,18264,0,No,13,"3,0",High,Zero,17.0,5,"3,0",16,0,13,Yes
33,Yes,Travel Rarely,1277.0, Research & Development ,15,Primary,Unknown,Low,Male,56.0,Medium,Coordinator, Manager ,Medium,Married,8153.354302282702,24619,7,No,12,"3,0",High,Zero,15.0,2,"4,0",7,7,7,Yes
40,No,Travel Rarely,302.0, Research & Development ,6,High School,Unknown,Low,Female,75.0,Medium,Manager, Manufacturing Director ,Medium,Single,11681.511510454011,20364,7,No,15,"3,0",Medium,Zero,22.0,3,"3,0",20,5,13,No
41,No,Travel Rarely,427.0, Research & Development ,10,Bachelor's,"731,0",Low,Male,73.0,Low,Director, Manager ,High,Divorced,12185.533968764199,8861,3,No,15,"3,0",Low,High,23.0,2,"2,0",21,12,6,No
27,No,Unknown,975.0, Research & Development ,7,High School,"764,0",High,Female,55.0,Low,Assistant, Healthcare Representative ,Very Low,Unknown,6399.663530605464,23398,8,No,19,"3,0",Very Low,Zero,11.52060986020989,2,"1,0",7,0,7,No
52,No,Travel Rarely,621.0, Research & Development ,3,Bachelor's,Unknown,Medium,Male,31.0,Low,Manager, Manager ,Very Low,Unknown,16856.0,10084,1,No,11,"3,0",Very Low,Zero,28.287845294249017,3,"4,0",34,1,16,Yes
51,No,Travel Rarely,1318.0, Research & Development ,26,Bachelor's,"851,0",Very Low,Female,66.0,Medium,Manager, Manager ,Medium,Married,6399.663530605464,5594,2,No,14,"3,0",Medium,Low,11.52060986020989,2,"2,0",20,4,17,No
47,No,Travel Rarely,249.0, Research & Development ,2,Secondary,"903,0",Medium,Female,35.0,Medium,Assistant, Sales Executive ,High,Unknown,4537.0,17783,0,No,22,"4,0",Very Low,Low,8.0,2,"3,0",7,7,7,Yes
50,No,Non Travel,881.0, Research & Development ,2,Bachelor's,"905,0",Very Low,Male,98.0,Medium,Manager, Manager ,Very Low,Divorced,17924.0,4544,1,No,11,"3,0",High,Low,31.0,3,"3,0",31,14,7,No
35,No,Travel Rarely,1137.0, Research & Development ,21,Primary,"942,0",High,Female,51.0,Medium,Assistant, Healthcare Representative ,High,Married,4014.0,19170,1,No,25,"4,0",High,Low,10.0,2,"1,0",10,0,7,Yes
39,No,Travel Rarely,466.0, Research & Development ,1,Primary,"1026,0",High,Female,65.0,Low,Manager, Manufacturing Director ,High,Married,12742.0,7060,1,No,16,"3,0",Medium,Low,21.690536546669932,3,"3,0",21,11,8,Yes
39,No,Travel Frequently,945.0, Research & Development ,22,High School,Unknown,High,Female,82.0,Medium,Coordinator, Manufacturing Director ,Very Low,Single,6399.663530605464,5083,1,No,13,"3,0",Medium,Zero,11.52060986020989,2,"3,0",21,2,8,No
41,No,Unknown,509.0, Research & Development ,7,Secondary,"1085,0",Low,Female,43.0,High,Entry Level, Research Scientist ,Medium,Unknown,3376.0,18863,1,No,13,"3,0",Medium,Zero,6.670995046955361,3,"3,0",10,0,8,No
44,Yes,Unknown,1376.0, Human Resources ,1,Secondary,Unknown,Low,Male,91.0,Low,Coordinator, Human Resources ,Very Low,Married,10482.0,2326,9,No,14,"3,0",High,Low,24.0,1,"3,0",20,3,6,Yes
42,No,Unknown,469.0, Research & Development ,2,Secondary,"1109,0",High,Male,35.0,Medium,Manager, Manager ,Very Low,Unknown,12185.533968764199,14399,0,No,17,"3,0",High,Low,23.0,3,"3,0",22,13,7,No
52,No,Travel Rarely,994.0, Research & Development ,7,Bachelor's,"1118,0",Low,Male,87.0,Medium,Coordinator, Healthcare Representative ,Low,Single,9665.421677213262,15322,7,No,19,"3,0",High,Zero,18.0,4,"3,0",8,4,0,Yes
38,No,Unknown,433.0, Research & Development ,1,High School,"1152,0",Medium,Male,37.0,High,Entry Level, Human Resources ,Medium,Unknown,4121.174635801204,6004,1,No,13,"3,0",High,Low,7.0,2,"4,0",7,5,0,Yes
46,No,Unknown,991.0, Human Resources ,1,Secondary,Unknown,High,Female,44.0,Medium,Entry Level, Human Resources ,Very Low,Unknown,5633.242010731766,22957,6,No,12,"3,0",Medium,Zero,10.0,3,"4,0",7,5,7,Yes
35,No,Unknown,482.0, Research & Development ,4,Bachelor's,"1350,0",Medium,Male,87.0,Medium,Assistant, Research Scientist ,Medium,Single,4249.0,2690,1,No,11,"3,0",Low,Zero,8.070958716531575,3,"3,0",9,1,1,No
28,No,Travel Rarely,1083.0, Research & Development ,29,Primary,"1514,0",Medium,Male,96.0,Very Low,Assistant, Manufacturing Director ,Low,Married,6549.0,3173,1,No,14,"3,0",Low,Medium,8.0,2,"2,0",8,1,7,Yes
44,No,Unknown,136.0, Research & Development ,28,High School,"1523,0",High,Male,32.0,Medium,Manager, Research Director ,Very Low,Married,6399.663530605464,22074,3,No,13,"3,0",Medium,Low,11.52060986020989,1,"4,0",20,14,17,Yes
50,No,Unknown,333.0, Research & Development ,22,Postgraduate,"1539,0",Medium,Male,88.0,Very Low,Manager, Research Director ,High,Unknown,14411.0,24450,1,No,13,"3,0",High,Zero,24.36698484509227,2,"3,0",32,13,9,No
55,No,Travel Rarely,685.0, Research & Development ,23,Postgraduate,Unknown,Medium,Male,60.0,Low,Director, Manager ,High,Unknown,19586.0,23037,1,No,21,"4,0",Medium,Low,36.0,3,"3,0",36,2,13,Yes
39,No,Unknown,1462.0, Sales ,6,High School,"1588,0",High,Male,38.0,High,Coordinator, Sales Executive ,Medium,Married,8237.0,4658,2,No,11,"3,0",Very Low,Low,11.0,3,"3,0",7,7,6,Yes
49,No,Unknown,722.0, Research & Development ,13,Bachelor's,"1617,0",Very Low,Female,84.0,Medium,Entry Level, Laboratory Technician ,Very Low,Unknown,3211.0,22102,1,No,14,"3,0",High,Low,10.0,3,"2,0",9,1,4,Yes
45,No,Unknown,802.0852348993288, Research & Development ,28,Secondary,"1719,0",High,Female,48.0,Low,Manager, Research Director ,Low,Single,16704.0,17119,1,No,11,"3,0",Medium,Zero,21.0,2,"3,0",21,8,6,No
46,No,Unknown,1277.0, Research & Development ,2,High School,Unknown,Medium,Male,74.0,Medium,Coordinator, Sales Executive ,High,Unknown,6399.663530605464,5596,4,No,12,"3,0",Low,Low,11.52060986020989,5,"2,0",10,0,3,No
27,No,Unknown,1131.0, Research & Development ,15,High School,"1870,0",High,Female,77.0,Low,Entry Level, Research Scientist ,Very Low,Married,4774.0,23844,0,No,19,"3,0",High,Low,8.912861266964006,2,"3,0",7,7,3,No
42,No,Travel Rarely,300.0, Research & Development ,2,High School,"2031,0",Very Low,Male,56.0,Medium,Director, Manager ,Medium,Married,12689.556427074385,17312,5,No,11,"3,0",Very Low,Zero,24.0,2,"2,0",22,4,14,Yes
49,No,Unknown,1023.0, Sales ,2,High School,"2065,0",High,Male,63.0,Low,Assistant, Sales Executive ,Low,Married,9161.399218903076,13243,2,No,14,"3,0",High,Zero,17.0,3,"2,0",9,0,8,Yes
29,No,Travel Rarely,153.0, Research & Development ,15,Secondary,"15,0",High,Female,49.0,Low,Assistant, Laboratory Technician ,Medium,Single,5633.242010731766,12682,0,Yes,12,"3,0",High,Zero,10.0,3,"3,0",9,0,8,Yes
34,No,Non Travel,1065.0, Research & Development ,12,Bachelor's,"60,0",Very Low,Male,72.0,Medium,Assistant, Sales Executive ,Medium,Unknown,4568.0,10034,0,No,20,"4,0",Medium,Zero,8.582514742413377,2,"3,0",9,8,7,No
