,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,RemoteWork
333,54,No,,397.0,,19,Bachelor's,,Medium,Male,88.0,Medium,Coordinator, Human Resources ,Low,,,6729,2,,15,,Medium,Low,16.0,1,"4,0",9,7,1,Yes
334,38,No,Travel Rarely,243.0, Sales ,7,Bachelor's,,High,Female,46.0,Low,Assistant, Sales Executive ,High,,,7791,0,No,20,,Very Low,Zero,,2,"3,0",7,0,5,Yes
335,29,No,,806.0, Research & Development ,1,Bachelor's,"710,0",Low,Male,76.0,Very Low,Entry Level, Research Scientist ,High,Divorced,,18959,1,,18,"3,0",High,Low,10.0,5,"3,0",10,2,8,Yes
336,34,No,,1442.0,,9,High School,"717,0",High,Female,46.0,Low,Coordinator, Healthcare Representative ,Low,,,17654,1,,14,"3,0",Low,Zero,9.0,3,"4,0",8,7,7,No
337,39,No,,408.0,,2,Bachelor's,"721,0",High,Female,80.0,Low,Assistant, Healthcare Representative ,Medium,Single,,20978,1,No,11,"3,0",Very Low,Zero,20.0,4,"3,0",20,11,10,No
338,32,No,,929.0,,10,High School,"722,0",High,Male,55.0,Medium,Assistant, Sales Executive ,High,,5396.0,21703,1,,12,"3,0",High,Zero,10.0,2,"2,0",10,0,8,Yes
339,38,No,Travel Rarely,827.0,,1,Bachelor's,"724,0",Low,Female,33.0,High,Assistant, Healthcare Representative ,High,,,19383,0,,13,"3,0",Medium,Zero,10.0,4,,9,1,8,Yes
340,27,No,Travel Rarely,,,1,Secondary,"725,0",Medium,Female,,Medium,Coordinator, Manufacturing Director ,Very Low,Married,,6009,1,,11,"3,0",High,Zero,9.0,3,"3,0",9,0,7,No
341,32,No,Travel Rarely,1018.0,,3,Secondary,,Medium,Female,39.0,Medium,Coordinator, Research Director ,High,Single,11159.0,19373,3,,15,"3,0",High,Zero,10.0,6,"3,0",7,7,7,No
342,47,No,,703.0,,35,Bachelor's,"728,0",High,Male,42.0,Medium,Assistant, Sales Executive ,Very Low,Single,4960.0,11825,2,,12,"3,0",High,Zero,20.0,2,"3,0",7,1,7,No
343,27,No,Travel Frequently,294.0,,10,Secondary,"733,0",High,Male,32.0,Medium,Coordinator, Manufacturing Director ,Very Low,,8793.0,4809,1,No,21,"4,0",Medium,Medium,9.0,4,"2,0",9,1,7,Yes
344,41,No,,314.0,,1,High School,"734,0",High,Male,59.0,Low,Director, Manager ,Medium,,19189.0,19562,1,No,12,,Low,Low,22.0,3,"3,0",22,2,10,No
345,28,Yes,,654.0, Research & Development ,35,Secondary,,Medium,Female,67.0,Very Low,Entry Level, Research Scientist ,Low,,2216.0,3872,7,Yes,13,"3,0",High,Zero,10.0,4,"3,0",7,3,7,Yes
346,36,No,,427.0, Research & Development ,8,High School,"742,0",Very Low,Female,63.0,High,Coordinator, Research Director ,Very Low,Married,11713.0,20335,9,,14,"3,0",Very Low,Low,10.0,2,"3,0",8,0,5,No
347,30,No,,501.0,,27,Postgraduate,"747,0",Medium,Male,99.0,Medium,Assistant, Sales Executive ,High,Divorced,5304.0,25275,7,No,23,,High,Low,10.0,2,"2,0",8,7,7,Yes
348,56,No,Travel Rarely,,,9,High School,"762,0",Medium,Male,81.0,Medium,Manager, Healthcare Representative ,High,Married,11103.0,20420,7,No,11,"3,0",Medium,Zero,30.0,1,"2,0",10,1,1,No
349,45,No,Travel Rarely,954.0,,2,Secondary,"783,0",Low,Male,46.0,Very Low,Assistant, Sales Representative ,Medium,Single,6632.0,12388,0,No,13,"3,0",Very Low,Zero,9.0,3,"3,0",8,3,1,Yes
350,36,No,Non Travel,1434.0,,8,Bachelor's,"789,0",Very Low,Male,76.0,Low,Coordinator, Sales Executive ,Very Low,Single,7587.0,14229,1,,15,"3,0",Low,Zero,10.0,1,"3,0",10,0,9,No
351,29,No,,657.0,,27,High School,"793,0",Low,Female,66.0,Medium,Assistant, Healthcare Representative ,Medium,Married,4335.0,25549,4,No,12,"3,0",Very Low,Low,11.0,3,"2,0",8,1,1,Yes
352,38,No,,240.0,,2,Bachelor's,"803,0",Very Low,Female,75.0,High,Assistant, Manufacturing Director ,Very Low,Single,5980.0,26085,6,,12,"3,0",High,Zero,17.0,2,"3,0",15,4,12,Yes
353,40,No,,791.0,,13,Secondary,,Very Low,Female,38.0,High,Assistant, Healthcare Representative ,Low,,4244.0,9931,1,No,24,"4,0",High,Low,8.0,2,"3,0",8,3,7,Yes
354,42,No,Travel Frequently,570.0,,8,High School,"809,0",Low,Male,66.0,Medium,Director, Manager ,High,,,16225,1,No,13,"3,0",Low,Low,24.0,4,"2,0",24,14,9,Yes
355,36,No,Travel Rarely,676.0,,1,High School,"823,0",Medium,Female,35.0,Medium,Assistant, Manufacturing Director ,Low,,5228.0,23361,0,,15,"3,0",Very Low,Low,,2,"3,0",9,0,5,No
356,29,No,Travel Rarely,,,23,Secondary,,Medium,Male,81.0,High,Entry Level, Research Scientist ,Medium,Married,2700.0,23779,1,,24,"4,0",Medium,Low,10.0,3,"3,0",10,0,7,Yes
357,55,Yes,,436.0,,2,Primary,"842,0",Medium,Male,37.0,Medium,Assistant, Sales Executive ,High,Single,,21519,4,,16,"3,0",Medium,Zero,,3,"2,0",9,7,3,No
358,28,No,,760.0, Sales ,2,Bachelor's,,Low,Female,81.0,Medium,Assistant, Sales Executive ,Low,,,3698,1,,20,"4,0",Very Low,Zero,8.0,2,"3,0",8,7,5,Yes
359,26,Yes,,,,5,Secondary,,Medium,Female,88.0,Low,Entry Level, Research Scientist ,Medium,Married,2366.0,20898,1,,14,"3,0",Very Low,Low,8.0,2,"3,0",8,1,7,Yes
360,44,No,,661.0,,9,Secondary,"913,0",Low,Male,61.0,Medium,Entry Level, Research Scientist ,Very Low,,,7508,1,Yes,13,"3,0",High,Zero,8.0,0,"3,0",8,7,1,Yes
361,41,Yes,,1085.0, Research & Development ,2,Bachelor's,"927,0",Low,Female,57.0,Very Low,Entry Level, Laboratory Technician ,High,Divorced,,17725,4,Yes,13,"3,0",Medium,Low,,1,"2,0",7,1,0,Yes
362,31,No,Travel Rarely,154.0,,7,Bachelor's,"941,0",Low,Male,41.0,Low,Entry Level, Sales Representative ,Medium,,2329.0,11737,3,,15,,Low,Zero,,2,"4,0",7,5,2,No
363,26,No,Travel Frequently,1283.0, Sales ,28,High School,"956,0",Low,Male,52.0,Low,Assistant, Sales Executive ,Very Low,,4294.0,11148,1,,12,"3,0",Low,Zero,,2,"3,0",7,0,7,Yes
364,31,No,,616.0,,12,High School,,High,Female,41.0,Medium,Assistant, Healthcare Representative ,High,,,17369,0,,11,"3,0",Medium,Medium,10.0,2,"1,0",9,8,5,No
365,32,No,,498.0,,3,Bachelor's,"966,0",Medium,Female,93.0,Medium,Assistant, Manufacturing Director ,Very Low,Married,6725.0,13554,1,,12,"3,0",Medium,Low,8.0,2,"4,0",8,6,3,No
366,36,Yes,Travel Rarely,530.0,,3,Primary,"967,0",Medium,Male,51.0,Low,Coordinator, Sales Executive ,High,Married,10325.0,5518,1,,11,,Very Low,Low,,6,"3,0",16,3,7,No
367,45,No,Non Travel,805.0,,47,Secondary,"972,0",High,Male,57.0,Medium,Assistant, Laboratory Technician ,Low,,4447.0,23163,1,,12,"3,0",Low,Zero,,5,"2,0",9,0,8,Yes
368,39,No,Travel Rarely,903.0,,2,Postgraduate,,Very Low,Male,41.0,High,Coordinator, Sales Executive ,Medium,Single,,2560,0,No,18,"3,0",High,Zero,9.0,3,"3,0",8,0,7,No
369,36,No,Non Travel,1229.0,,8,Bachelor's,"990,0",Very Low,Male,84.0,Medium,Assistant, Sales Executive ,High,Divorced,,25952,4,No,13,,High,Medium,12.0,3,"3,0",7,0,7,Yes
370,46,No,,566.0,,7,Secondary,,High,Male,,Medium,Coordinator, Manufacturing Director ,Medium,,10845.0,24208,6,,13,"3,0",Low,Low,,3,"3,0",8,0,7,No
371,54,No,Travel Rarely,1441.0,,17,High School,"1013,0",Medium,Female,56.0,Medium,Coordinator, Manufacturing Director ,Medium,,,13943,8,,11,,Medium,Low,22.0,2,"3,0",10,0,8,Yes
372,30,No,Travel Rarely,153.0,,8,Secondary,"1015,0",Low,Female,73.0,High,Coordinator, Research Director ,Very Low,,,17802,0,Yes,12,"3,0",Medium,High,,4,"2,0",8,1,7,Yes
373,26,No,,1066.0,,2,Secondary,"1018,0",High,Male,32.0,High,Assistant, Manufacturing Director ,High,Married,5472.0,3334,1,,12,"3,0",Low,Zero,,2,"3,0",8,1,3,No
374,55,No,Travel Frequently,135.0,,18,Bachelor's,"1034,0",Medium,Male,62.0,Medium,Assistant, Healthcare Representative ,Low,Married,6385.0,12992,3,,14,"3,0",High,Medium,,3,"3,0",8,6,7,Yes
375,50,No,Non Travel,145.0, Sales ,1,High School,,High,Female,95.0,Medium,Assistant, Sales Executive ,Medium,Married,6347.0,24920,0,,12,"3,0",Very Low,Low,,3,"3,0",18,0,13,Yes
376,32,No,Non Travel,1109.0,,29,Bachelor's,"1046,0",High,Female,69.0,Medium,Entry Level, Laboratory Technician ,Medium,Single,,11135,9,No,12,"3,0",Low,Zero,10.0,2,"3,0",8,7,7,Yes
377,53,No,Travel Frequently,124.0,,2,High School,"1050,0",Medium,Female,38.0,Low,Coordinator, Sales Executive ,Low,,7525.0,23537,2,,12,"3,0",Very Low,Low,30.0,2,,15,6,12,Yes
378,40,No,Travel Rarely,300.0,,26,High School,,Medium,Male,74.0,Medium,Assistant, Sales Executive ,Very Low,Married,,22217,1,,14,"3,0",Low,Low,8.0,3,"2,0",7,7,5,No
379,55,No,,444.0,,2,Primary,"1074,0",Medium,Male,40.0,Low,Manager, Manager ,Very Low,Single,,17323,7,No,15,"3,0",Low,Zero,,3,"4,0",9,6,2,Yes
380,28,Yes,Non Travel,1366.0,,24,Secondary,"1082,0",Low,Male,72.0,Low,Coordinator, Healthcare Representative ,Very Low,Single,,12355,1,No,12,"3,0",Very Low,Zero,10.0,2,"2,0",10,1,9,No
381,28,No,Travel Rarely,857.0,,10,High School,"1097,0",Medium,Female,59.0,Medium,Assistant, Research Scientist ,Medium,Single,3660.0,7909,3,No,13,"3,0",High,Zero,,4,"4,0",8,1,7,Yes
382,35,Yes,,1204.0,,4,High School,"1100,0",High,Male,86.0,Medium,Coordinator, Sales Executive ,Very Low,,,10333,0,,22,"4,0",Very Low,Zero,9.0,2,"3,0",8,4,7,Yes
383,33,Yes,Travel Frequently,827.0, Research & Development ,36,Bachelor's,"1101,0",Medium,Female,54.0,Low,Assistant, Research Scientist ,Medium,Single,,3129,1,No,22,"4,0",Low,Zero,14.0,4,"3,0",13,3,8,Yes
384,25,Yes,,1219.0, Research & Development ,4,Primary,"1106,0",High,Male,32.0,Medium,Entry Level, Laboratory Technician ,High,Married,,4605,1,,15,,Low,Low,7.0,3,"4,0",7,5,6,Yes
385,38,No,,770.0, Sales ,10,Bachelor's,"1119,0",Medium,Male,,Low,Coordinator, Sales Executive ,Medium,,8740.0,5569,0,Yes,14,"3,0",Low,Medium,9.0,2,,8,2,7,Yes
386,28,No,,950.0,,12,High School,,Very Low,Female,93.0,Medium,Coordinator, Manufacturing Director ,Low,,,8039,0,,17,"3,0",Low,High,,3,"2,0",9,1,7,Yes
387,43,No,Travel Frequently,1082.0,,27,High School,"1126,0",Medium,Female,83.0,Medium,Coordinator, Manufacturing Director ,Very Low,Married,,11535,8,No,11,"3,0",Medium,Low,18.0,1,"3,0",8,0,1,No
388,39,Yes,Travel Frequently,203.0, Research & Development ,2,High School,,Very Low,Male,84.0,Medium,Manager, Healthcare Representative ,High,,,13547,7,No,11,"3,0",High,High,21.0,4,"3,0",18,11,5,No
389,40,No,Travel Rarely,1308.0,,14,High School,"1128,0",Medium,Male,44.0,Low,Director, Research Director ,Medium,,,17544,1,No,14,,Very Low,Zero,,2,,20,4,9,Yes
390,29,No,Travel Rarely,718.0,,8,Primary,,Low,Male,79.0,Low,Assistant, Manufacturing Director ,High,Married,,17689,1,,15,"3,0",Medium,Low,10.0,2,"2,0",10,1,2,Yes
391,40,No,,593.0,,32,Bachelor's,,Low,Female,88.0,Medium,Coordinator, Research Director ,Medium,,13499.0,13782,9,No,17,"3,0",Medium,Zero,20.0,3,"2,0",18,2,13,No
392,26,No,Travel Rarely,1384.0,,3,Bachelor's,"1177,0",Very Low,Male,82.0,High,Entry Level, Laboratory Technician ,High,,,13421,1,,22,"4,0",Low,Low,8.0,2,"3,0",8,0,7,Yes
393,35,No,Travel Rarely,819.0,,2,High School,"1182,0",Medium,Male,44.0,Low,Coordinator, Manufacturing Director ,Low,Divorced,,19588,2,No,18,"3,0",Low,Low,15.0,2,"4,0",7,6,4,Yes
394,53,No,,1223.0, Research & Development ,7,Secondary,"1201,0",High,Female,50.0,Medium,Director, Manager ,Medium,Divorced,,18640,3,No,18,"3,0",Low,Low,26.0,6,"3,0",7,4,7,No
395,35,No,,1361.0,,17,Bachelor's,"1218,0",Medium,Male,94.0,Medium,Assistant, Sales Executive ,Very Low,,,21026,3,,15,"3,0",High,High,15.0,2,"3,0",7,1,7,Yes
396,33,No,,1146.0,,25,High School,"1220,0",Low,Female,,Medium,Assistant, Sales Executive ,Medium,,,4905,1,No,12,"3,0",Very Low,Low,,3,"2,0",10,0,1,Yes
397,36,No,,, Research & Development ,6,Bachelor's,,Medium,Male,60.0,Very Low,Entry Level, Laboratory Technician ,Medium,Divorced,,6865,1,No,14,"3,0",Medium,Low,,4,"3,0",7,1,7,Yes
398,30,No,Travel Rarely,853.0,,7,Bachelor's,"1224,0",Medium,Male,49.0,Medium,Assistant, Laboratory Technician ,Medium,Divorced,3491.0,11309,1,,13,,Very Low,High,,4,"2,0",10,8,9,Yes
399,60,No,,,,29,Bachelor's,,Low,Male,52.0,High,Assistant, Sales Executive ,High,Divorced,5220.0,10893,0,,18,"3,0",Low,Low,12.0,3,"3,0",11,1,9,Yes
400,32,No,,1316.0,,2,Secondary,"1235,0",High,Female,38.0,Medium,Assistant, Research Scientist ,Medium,Single,,2338,4,Yes,14,"3,0",High,Zero,10.0,2,"3,0",8,0,7,No
401,36,No,,363.0,,1,High School,"1237,0",Medium,Female,,Very Low,Coordinator, Manufacturing Director ,Very Low,Divorced,10252.0,4235,2,Yes,21,"4,0",Medium,Low,17.0,2,"3,0",7,7,7,Yes
402,27,No,Travel Rarely,1103.0,,14,High School,,Very Low,Male,42.0,Medium,Entry Level, Research Scientist ,Very Low,,,14377,1,,14,"3,0",High,Medium,,3,"2,0",9,6,8,Yes
403,43,No,,920.0, Research & Development ,3,High School,"1255,0",Medium,Male,96.0,Very Low,Director, Research Director ,High,,19740.0,18625,3,No,14,"3,0",Low,Low,,2,"3,0",8,0,7,Yes
404,29,No,Travel Rarely,694.0,,1,High School,"1264,0",High,Female,,Low,Manager, Research Director ,High,Divorced,,3423,3,No,14,"3,0",Low,Medium,9.0,2,"2,0",7,1,7,Yes
405,59,No,,1429.0,,24,Bachelor's,"1283,0",Low,Male,67.0,Medium,Coordinator, Manufacturing Director ,High,Single,,20002,6,No,12,"3,0",High,Zero,,6,"2,0",9,5,4,No
406,43,No,Travel Rarely,531.0,,4,Bachelor's,"1293,0",High,Female,56.0,Low,Coordinator, Sales Executive ,High,Single,,20364,3,No,14,"3,0",High,Zero,23.0,3,"4,0",21,15,17,Yes
407,44,Yes,Travel Rarely,621.0,,15,High School,"1295,0",Very Low,Female,73.0,Medium,Coordinator, Healthcare Representative ,High,Married,,14075,1,,11,"3,0",High,Low,,2,"3,0",10,0,5,Yes
408,29,Yes,,806.0, Research & Development ,7,High School,,Low,Female,39.0,Medium,Entry Level, Laboratory Technician ,Medium,Divorced,,17285,3,Yes,13,"3,0",Very Low,Medium,10.0,2,"3,0",7,7,7,Yes
409,32,No,Travel Rarely,604.0,,8,High School,,Medium,Male,56.0,High,Assistant, Sales Executive ,High,Married,6209.0,11693,1,,15,"3,0",Medium,Medium,,4,"4,0",10,0,8,No
410,36,No,Travel Rarely,325.0,,10,Bachelor's,,High,Female,63.0,Medium,Coordinator, Healthcare Representative ,Medium,Married,7094.0,5747,3,No,12,"3,0",Very Low,Zero,,0,"3,0",7,1,7,Yes
411,52,Yes,,1030.0, Sales ,5,High School,,Low,Male,64.0,Medium,Coordinator, Sales Executive ,Low,Single,,21534,9,Yes,19,"3,0",Medium,Zero,,2,"2,0",8,7,7,Yes
412,39,No,Travel Rarely,524.0,,33,Secondary,"1322,0",Very Low,Male,32.0,Medium,Assistant, Manufacturing Director ,Medium,Single,4534.0,13352,0,,11,"3,0",Very Low,Zero,,6,,8,1,7,Yes
413,34,No,,943.0,,9,High School,"1344,0",High,Male,86.0,Medium,Coordinator, Healthcare Representative ,High,,8500.0,5494,0,,11,,High,Low,10.0,0,"2,0",9,1,6,Yes
414,38,No,,1009.0,,2,Secondary,"1355,0",Low,Female,31.0,Medium,Assistant, Sales Executive ,Very Low,,,19461,3,,15,"3,0",High,Low,11.0,3,"3,0",7,1,7,Yes
415,36,No,Travel Frequently,607.0, Sales ,12,High School,"1362,0",Very Low,Female,83.0,High,Assistant, Sales Executive ,Very Low,Married,4639.0,2261,2,No,16,"3,0",High,Low,,2,"2,0",15,6,13,Yes
416,35,No,,817.0,,1,High School,"1369,0",High,Female,60.0,Low,Assistant, Laboratory Technician ,High,,5363.0,10846,0,No,12,"3,0",Low,Low,10.0,0,"3,0",9,0,0,No
417,55,Yes,,,,13,Bachelor's,,Very Low,Male,85.0,High,Manager, Sales Executive ,Medium,,,9277,6,,17,"3,0",Medium,Zero,,2,"2,0",19,3,8,Yes
418,34,No,,,,29,High School,"1377,0",Low,Male,86.0,Medium,Assistant, Laboratory Technician ,Medium,,,17491,4,,13,"3,0",Very Low,Medium,10.0,1,"3,0",8,7,7,No
419,43,No,,930.0,,6,High School,"1402,0",Very Low,Female,73.0,Low,Assistant, Research Scientist ,Medium,Single,4081.0,20003,1,Yes,14,"3,0",Very Low,Zero,20.0,3,"1,0",20,1,8,No
420,42,No,Travel Rarely,1147.0,,10,High School,"1408,0",Medium,Female,31.0,Medium,Manager, Manager ,Very Low,Married,,16616,0,,14,"3,0",Medium,Low,21.0,5,"3,0",20,0,9,No
421,26,No,Travel Rarely,652.0,,7,High School,"1417,0",Medium,Male,100.0,High,Entry Level, Laboratory Technician ,Very Low,Single,3578.0,23577,0,No,12,"3,0",High,Zero,8.0,2,"3,0",7,0,7,Yes
422,29,Yes,,337.0,,14,Primary,"1421,0",Medium,Female,84.0,Medium,Coordinator, Healthcare Representative ,High,Single,,22930,0,Yes,12,"3,0",Very Low,Zero,,1,"3,0",8,7,7,Yes
423,54,No,,971.0, Research & Development ,1,High School,"1422,0",High,Female,54.0,Medium,Manager, Research Director ,High,,17328.0,5652,6,,19,"3,0",High,Zero,29.0,3,"2,0",20,12,7,No
424,55,No,,1136.0,,1,Bachelor's,"1424,0",Low,Male,81.0,High,Manager, Research Director ,High,Divorced,,12414,2,No,13,"3,0",High,Medium,31.0,4,"4,0",7,0,0,Yes
425,40,No,Non Travel,663.0,,9,Bachelor's,,Medium,Male,81.0,Medium,Assistant, Laboratory Technician ,Medium,,,23099,3,No,11,"3,0",Medium,Medium,11.0,2,,8,0,7,Yes
426,31,No,,326.0,,8,Secondary,,Very Low,Male,31.0,Medium,Coordinator, Sales Executive ,High,Divorced,10793.0,8386,1,,18,,Very Low,Low,13.0,5,"3,0",13,9,9,Yes
427,46,Yes,,377.0,,9,High School,"1457,0",Very Low,Male,52.0,Medium,Coordinator, Sales Executive ,High,Divorced,,15986,4,No,11,"3,0",Very Low,Low,28.0,1,"4,0",7,4,3,Yes
428,45,No,Travel Rarely,1038.0,,20,High School,"1460,0",Low,Male,95.0,Very Low,Coordinator, Healthcare Representative ,Very Low,,10851.0,19863,2,Yes,18,"3,0",Low,Low,,2,"3,0",7,0,7,No
429,49,No,Travel Rarely,1490.0,,7,Bachelor's,"1484,0",Medium,Male,35.0,Medium,Coordinator, Healthcare Representative ,Low,Divorced,10466.0,20948,3,,14,"3,0",Low,Medium,29.0,3,"3,0",8,0,7,No
430,29,No,Travel Rarely,1246.0,,19,High School,"1497,0",Medium,Male,77.0,Low,Assistant, Sales Executive ,Medium,,,23757,1,,14,"3,0",Medium,Medium,10.0,3,"3,0",10,0,4,Yes
431,29,Yes,,224.0,,1,Bachelor's,"1522,0",Very Low,Male,100.0,Low,Entry Level, Research Scientist ,Very Low,Single,2362.0,7568,6,No,13,"3,0",Medium,Zero,,2,"1,0",9,0,7,Yes
432,29,No,,441.0,,8,Primary,"1544,0",Medium,Female,39.0,Very Low,Assistant, Healthcare Representative ,Very Low,,,7288,3,No,13,"3,0",Medium,Low,9.0,3,"3,0",7,0,7,Yes
433,40,No,Travel Rarely,898.0, Human Resources ,6,Secondary,,Medium,Male,38.0,Medium,Manager, Manager ,High,Single,,17381,1,Yes,21,"4,0",High,Zero,21.0,2,"3,0",21,7,7,Yes
434,48,No,,, Sales ,16,Bachelor's,,Medium,Female,96.0,Medium,Assistant, Sales Executive ,Medium,Divorced,6439.0,13693,8,No,14,"3,0",Medium,Low,18.0,2,,8,7,7,Yes
435,53,Yes,,607.0,,2,Postgraduate,"1572,0",Medium,Female,78.0,Low,Coordinator, Manufacturing Director ,High,Married,,14618,0,,16,"3,0",Low,Low,,4,"3,0",33,1,9,Yes
436,44,No,,1313.0,,7,High School,"1608,0",Low,Female,31.0,Medium,Director, Research Director ,High,,,3549,0,Yes,14,,High,Low,,4,"2,0",22,1,10,No
437,45,No,,1015.0,,5,Postgraduate,"1611,0",Medium,Female,50.0,Very Low,Assistant, Laboratory Technician ,Very Low,,5769.0,23447,1,,14,"3,0",Very Low,Zero,10.0,3,"3,0",10,1,4,No
438,45,No,Non Travel,,,26,High School,"1612,0",Very Low,Male,52.0,Low,Assistant, Sales Executive ,Very Low,,4385.0,24162,1,,15,,Very Low,Low,10.0,2,,10,4,5,No
439,34,No,Travel Frequently,426.0,,10,Bachelor's,"1615,0",Medium,Male,42.0,High,Assistant, Manufacturing Director ,High,,,17000,1,,13,"3,0",Very Low,Low,9.0,3,,9,7,2,Yes
440,39,No,,1387.0, Research & Development ,10,Postgraduate,,Low,Male,76.0,Medium,Assistant, Manufacturing Director ,Very Low,,,3835,2,,13,"3,0",High,High,,3,"3,0",7,7,7,No
441,27,No,,1302.0, Research & Development ,36,High School,"1619,0",Medium,Male,,Low,Entry Level, Laboratory Technician ,Very Low,Divorced,4066.0,16290,1,No,11,"3,0",Very Low,Medium,7.0,3,"3,0",7,0,7,Yes
442,45,No,Travel Rarely,1329.0,,2,Secondary,"1635,0",High,Female,59.0,Low,Assistant, Manufacturing Director ,High,Divorced,,5388,1,,19,"3,0",Very Low,Medium,10.0,3,"3,0",10,3,9,Yes
443,44,No,,602.0,,1,Postgraduate,"1642,0",Very Low,Male,37.0,Medium,Assistant, Human Resources ,High,Married,,10503,4,Yes,11,"3,0",Medium,Zero,14.0,3,"3,0",10,0,2,Yes
444,25,No,,772.0,,2,Primary,"1653,0",High,Male,77.0,High,Assistant, Manufacturing Director ,Medium,Divorced,5206.0,4973,1,,17,"3,0",Medium,Medium,7.0,6,"3,0",7,0,7,No
445,49,No,,809.0,,1,High School,,Medium,Male,36.0,Medium,Manager, Manager ,Medium,Single,,22384,4,,14,"3,0",Very Low,Zero,23.0,2,"3,0",8,0,0,Yes
446,48,Yes,Travel Frequently,,,7,Secondary,"1691,0",High,Female,95.0,Medium,Entry Level, Sales Representative ,Medium,,2655.0,11740,2,,11,,Medium,Medium,19.0,3,"3,0",9,7,7,No
447,26,No,,786.0,,7,High School,"1693,0",High,Male,76.0,Medium,Entry Level, Laboratory Technician ,High,,2570.0,11925,1,No,20,"4,0",Medium,Zero,7.0,5,"3,0",7,5,7,Yes
448,44,No,Travel Rarely,921.0,,2,High School,"1703,0",Medium,Female,96.0,High,Coordinator, Healthcare Representative ,High,,,14810,1,,19,,Low,Low,,2,"3,0",8,6,7,Yes
449,36,No,,530.0,,2,Bachelor's,,Medium,Female,51.0,Medium,Assistant, Sales Representative ,High,Single,4502.0,7439,3,,15,,Medium,Zero,17.0,2,"2,0",13,6,7,Yes
450,46,No,,717.0, Research & Development ,13,Bachelor's,"1727,0",Medium,Male,34.0,Medium,Assistant, Healthcare Representative ,Low,Single,,9697,6,No,14,"3,0",High,Zero,19.0,3,"3,0",10,0,9,Yes
451,35,No,,1370.0,,27,Bachelor's,"1728,0",High,Male,49.0,Medium,Assistant, Manufacturing Director ,Medium,Married,,5151,2,,16,"3,0",Low,Low,17.0,3,"3,0",7,0,7,Yes
452,30,No,Travel Frequently,1312.0,,2,Bachelor's,"1745,0",High,Female,78.0,Low,Entry Level, Research Scientist ,Very Low,,4968.0,26427,0,,16,"3,0",High,Zero,10.0,2,,9,0,7,No
453,30,No,,979.0,,15,Secondary,"1754,0",Medium,Male,94.0,Low,Coordinator, Sales Executive ,Very Low,,,3088,2,No,11,"3,0",Very Low,Low,,2,"3,0",7,1,7,Yes
454,33,No,Non Travel,1283.0,,2,High School,"1756,0",High,Female,62.0,Medium,Assistant, Sales Executive ,Low,,5147.0,10697,8,No,15,"3,0",High,Zero,13.0,2,"2,0",11,1,7,Yes
455,32,No,,953.0,,5,Bachelor's,"1764,0",Low,Male,65.0,Medium,Entry Level, Research Scientist ,Low,Single,2718.0,17674,2,No,14,"3,0",Low,Zero,12.0,3,"3,0",7,0,7,Yes
456,43,No,Travel Rarely,244.0,,2,High School,"1778,0",Low,Male,97.0,Medium,Entry Level, Human Resources ,High,,3539.0,5033,0,No,13,"3,0",Low,Zero,,5,"3,0",9,1,8,No
457,31,No,Travel Rarely,196.0,,29,Bachelor's,,Very Low,Female,91.0,Low,Assistant, Sales Executive ,High,,5468.0,13402,1,,14,"3,0",Very Low,Medium,,3,"3,0",12,5,7,Yes
458,35,Yes,,303.0,,27,High School,"1797,0",Medium,Male,84.0,Medium,Assistant, Sales Executive ,High,,5813.0,13492,1,,18,"3,0",High,Zero,,2,"3,0",10,7,7,No
459,35,No,Non Travel,1180.0, Research & Development ,2,Secondary,"1804,0",Low,Male,90.0,Medium,Assistant, Manufacturing Director ,High,Divorced,,24442,2,No,14,"3,0",Medium,Low,15.0,6,"3,0",7,1,7,No
460,30,No,,1092.0,,10,High School,"1816,0",Very Low,Female,64.0,Medium,Coordinator, Manufacturing Director ,Medium,Single,9667.0,2739,9,No,14,"3,0",Low,Zero,9.0,3,"3,0",7,0,2,No
461,46,Yes,Travel Rarely,261.0,,19,Secondary,"1821,0",High,Female,66.0,Medium,Assistant, Healthcare Representative ,Low,Married,,10842,4,No,22,"4,0",High,Low,13.0,2,"4,0",9,3,7,No
462,45,No,Non Travel,589.0,,2,Bachelor's,,Medium,Female,67.0,Medium,Assistant, Sales Executive ,Medium,Married,5154.0,19665,4,,22,"4,0",Low,Medium,10.0,3,"4,0",8,5,7,No
463,43,No,Travel Frequently,1422.0,,2,Bachelor's,"1849,0",Very Low,Male,92.0,Medium,Assistant, Sales Executive ,High,Married,5675.0,19246,1,,20,"4,0",Medium,Low,7.0,5,"3,0",7,7,7,No
464,46,Yes,,,,10,High School,"1869,0",Medium,Female,64.0,Medium,Coordinator, Sales Executive ,Low,,7314.0,14011,5,,21,"4,0",Medium,High,14.0,2,"3,0",8,0,7,Yes
